4630.000000 0.0002
4640.000000 0.0002
4650.000000 0.0003
4660.000000 0.0003
4670.000000 0.0004
4680.000000 0.0006
4690.000000 0.0008
4700.000000 0.001
4710.000000 0.0013
4720.000000 0.0017
4730.000000 0.0019
4740.000000 0.0021
4750.000000 0.0022
4760.000000 0.0022
4770.000000 0.0021
4780.000000 0.0019
4790.000000 0.0018
4800.000000 0.0018
4810.000000 0.0019
4820.000000 0.0019
4830.000000 0.0019
4840.000000 0.002
4850.000000 0.0022
4860.000000 0.0025
4870.000000 0.0027
4880.000000 0.0031
4890.000000 0.0036
4900.000000 0.0043
4910.000000 0.0051
4920.000000 0.0063
4930.000000 0.0078
4940.000000 0.0098
4950.000000 0.0126
4960.000000 0.0163
4970.000000 0.0215
4980.000000 0.0287
4990.000000 0.0388
5000.000000 0.0531
5010.000000 0.0733
5020.000000 0.1018
5030.000000 0.1404
5040.000000 0.1908
5050.000000 0.253
5060.000000 0.3239
5070.000000 0.3985
5080.000000 0.4704
5090.000000 0.5347
5100.000000 0.5899
5110.000000 0.6367
5120.000000 0.6771
5130.000000 0.7141
5140.000000 0.75
5150.000000 0.7857
5160.000000 0.8215
5170.000000 0.8564
5180.000000 0.8885
5190.000000 0.9152
5200.000000 0.9355
5210.000000 0.9471
5220.000000 0.9505
5230.000000 0.947
5240.000000 0.9384
5250.000000 0.9291
5260.000000 0.9209
5270.000000 0.9152
5280.000000 0.9141
5290.000000 0.9173
5300.000000 0.9243
5310.000000 0.9334
5320.000000 0.9435
5330.000000 0.9533
5340.000000 0.9622
5350.000000 0.9696
5360.000000 0.9743
5370.000000 0.9769
5380.000000 0.9785
5390.000000 0.9792
5400.000000 0.979
5410.000000 0.9786
5420.000000 0.9777
5430.000000 0.9773
5440.000000 0.9763
5450.000000 0.9751
5460.000000 0.974
5470.000000 0.973
5480.000000 0.9721
5490.000000 0.9715
5500.000000 0.9713
5510.000000 0.9715
5520.000000 0.971
5530.000000 0.9706
5540.000000 0.9702
5550.000000 0.9699
5560.000000 0.9688
5570.000000 0.9667
5580.000000 0.9656
5590.000000 0.9643
5600.000000 0.9636
5610.000000 0.9636
5620.000000 0.9645
5630.000000 0.9657
5640.000000 0.9672
5650.000000 0.9696
5660.000000 0.9717
5670.000000 0.9733
5680.000000 0.974
5690.000000 0.9717
5700.000000 0.9661
5710.000000 0.9579
5720.000000 0.9465
5730.000000 0.9322
5740.000000 0.9151
5750.000000 0.898
5760.000000 0.8817
5770.000000 0.8655
5780.000000 0.8496
5790.000000 0.831
5800.000000 0.8068
5810.000000 0.7726
5820.000000 0.7249
5830.000000 0.6623
5840.000000 0.5884
5850.000000 0.5081
5860.000000 0.4284
5870.000000 0.3552
5880.000000 0.292
5890.000000 0.2387
5900.000000 0.1942
5910.000000 0.157
5920.000000 0.1265
5930.000000 0.1009
5940.000000 0.0795
5950.000000 0.062
5960.000000 0.0478
5970.000000 0.0366
5980.000000 0.0279
5990.000000 0.0214
6000.000000 0.0165
6010.000000 0.0128
6020.000000 0.0101
6030.000000 0.008
6040.000000 0.0065
6050.000000 0.0054
6060.000000 0.0045
6070.000000 0.0038
6080.000000 0.0033
6090.000000 0.0029
6100.000000 0.0026
6110.000000 0.0023
6120.000000 0.002
6130.000000 0.0018
6140.000000 0.0016
6150.000000 0.0014
6160.000000 0.0012
6170.000000 0.001
6180.000000 0.0009
6190.000000 0.0008
6200.000000 0.0006
6210.000000 0.0006
6220.000000 0.0005
6230.000000 0.0004
6240.000000 0.0003
6250.000000 0.0003
6260.000000 0.0003
6270.000000 0.0003
6280.000000 0.0002
6290.000000 0.0002
6300.000000 0.0002
6310.000000 0.0002
